frame,milisec,ASIx,ASIy,PSIx,PSIy,THIx,THIy,KNEx,KNEy,TIBx,TIBy,ANKx,ANKy,TOEx,TOEy,HEEx,HEEy,hip angle,knee angle,ankle angle
21,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
22,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
23,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
24,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
25,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
27,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
28,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
29,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
41,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
42,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
43,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
44,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
45,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
46,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
47,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
48,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
49,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
51,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
52,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
54,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
55,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
56,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
57,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
58,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
59,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
60,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
61,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
62,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
63,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
64,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
65,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
66,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
67,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
68,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
69,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
71,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
72,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
73,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
74,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
75,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
76,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
77,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
78,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
79,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
80,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
81,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
82,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
83,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
84,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
85,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
86,None,None,None,None,None,0.9171875,0.49583333333333335,0.91015625,0.6027777777777777,0.94140625,0.6736111111111112,None,None,None,None,None,None,None,None,None
87,None,None,None,None,None,0.91328125,0.49444444444444446,0.9046875,0.6,0.93515625,0.6736111111111112,None,None,None,None,None,None,None,None,None
88,None,None,None,None,None,0.91328125,0.49444444444444446,0.9046875,0.6,0.93515625,0.6736111111111112,None,None,None,None,None,None,None,None,None
89,None,None,None,None,None,0.909375,0.4930555555555556,0.9,0.6,0.9296875,0.6722222222222223,None,None,None,None,None,None,None,None,None
90,None,None,None,None,None,0.909375,0.4930555555555556,0.9,0.6,0.9296875,0.6722222222222223,None,None,None,None,None,None,None,None,None
91,None,None,None,None,None,0.90546875,0.49166666666666664,0.89453125,0.5986111111111111,0.9234375,0.6722222222222223,None,None,None,None,None,None,None,None,None
92,None,None,None,None,None,0.90546875,0.49166666666666664,0.89453125,0.5986111111111111,0.9234375,0.6722222222222223,None,None,None,None,None,None,None,None,None
93,None,None,None,None,None,0.9015625,0.49166666666666664,0.8890625,0.5972222222222222,0.91796875,0.6722222222222223,None,None,None,None,None,None,None,None,None
94,None,None,None,None,None,0.9015625,0.49166666666666664,0.8890625,0.5972222222222222,0.91796875,0.6722222222222223,None,None,None,None,None,None,None,None,None
95,None,None,None,None,None,0.89765625,0.49027777777777776,0.88515625,0.5972222222222222,0.91171875,0.6722222222222223,None,None,None,None,None,None,None,None,None
96,None,None,None,None,None,0.89765625,0.49027777777777776,0.88515625,0.5972222222222222,0.91171875,0.6722222222222223,None,None,None,None,None,None,None,None,None
97,None,None,None,None,None,0.89296875,0.4888888888888889,0.8796875,0.5958333333333333,0.90546875,0.6722222222222223,None,None,None,None,None,None,None,None,None
98,None,None,None,None,None,0.89296875,0.4888888888888889,0.8796875,0.5958333333333333,0.90546875,0.6722222222222223,None,None,None,None,None,None,None,None,None
99,None,None,None,None,None,0.88984375,0.4875,0.87421875,0.5944444444444444,0.89921875,0.6722222222222223,None,None,None,None,None,None,None,None,None
100,None,None,None,None,None,0.88984375,0.4875,0.87421875,0.5944444444444444,0.89921875,0.6722222222222223,None,None,None,None,None,None,None,None,None
101,None,None,None,None,None,0.8859375,0.4875,0.86953125,0.5944444444444444,0.89375,0.6736111111111112,None,None,None,None,None,None,None,None,None
102,None,None,None,None,None,0.8859375,0.4875,0.86953125,0.5944444444444444,0.89375,0.6736111111111112,None,None,None,None,None,None,None,None,None
103,None,None,None,None,None,0.88203125,0.4861111111111111,0.86484375,0.5916666666666667,0.8875,0.6736111111111112,None,None,None,None,None,None,None,None,None
104,None,None,None,None,None,0.88203125,0.4861111111111111,0.86484375,0.5916666666666667,0.8875,0.6736111111111112,None,None,None,None,None,None,None,None,None
105,None,None,None,None,None,0.878125,0.4861111111111111,0.86015625,0.5916666666666667,0.88203125,0.6736111111111112,None,None,None,None,None,None,None,None,None
106,None,None,None,None,None,0.878125,0.4861111111111111,0.86015625,0.5916666666666667,0.88203125,0.6736111111111112,None,None,None,None,None,None,None,None,None
107,None,None,None,None,None,0.875,0.4847222222222222,0.85546875,0.5902777777777778,0.87578125,0.6736111111111112,None,None,None,None,None,None,None,None,None
108,None,None,None,None,None,0.875,0.4847222222222222,0.85546875,0.5902777777777778,0.87578125,0.6736111111111112,None,None,None,None,None,None,None,None,None
109,None,None,None,None,None,0.87109375,0.4847222222222222,0.85078125,0.5888888888888889,0.86953125,0.6736111111111112,None,None,None,None,None,None,None,None,None
110,None,None,None,None,None,0.87109375,0.4847222222222222,0.85078125,0.5888888888888889,0.86953125,0.6736111111111112,None,None,None,None,None,None,None,None,None
111,None,None,None,None,None,0.86796875,0.4847222222222222,0.84609375,0.5888888888888889,0.8640625,0.6736111111111112,None,None,None,None,None,None,None,None,None
112,None,None,None,None,None,0.86796875,0.4847222222222222,0.84609375,0.5888888888888889,0.8640625,0.6736111111111112,None,None,None,None,None,None,None,None,None
113,None,None,None,None,None,0.86796875,0.4847222222222222,0.84609375,0.5888888888888889,0.8640625,0.6736111111111112,None,None,None,None,None,None,None,None,None
114,None,None,None,None,None,0.8640625,0.48333333333333334,0.8421875,0.5875,0.8578125,0.675,None,None,None,None,None,None,None,None,None
115,None,None,None,None,None,0.8609375,0.48333333333333334,0.8375,0.5861111111111111,0.85234375,0.675,None,None,None,None,None,None,None,None,None
116,None,None,None,None,None,0.8609375,0.48333333333333334,0.8375,0.5861111111111111,0.85234375,0.675,None,None,None,None,None,None,None,None,None
117,None,None,None,None,None,0.8578125,0.48333333333333334,0.83359375,0.5861111111111111,0.846875,0.6763888888888889,None,None,None,None,None,None,None,None,None
118,None,None,None,None,None,0.8578125,0.48333333333333334,0.83359375,0.5861111111111111,0.846875,0.6763888888888889,None,None,None,None,None,None,None,None,None
119,None,None,None,None,None,0.8578125,0.48333333333333334,0.83359375,0.5861111111111111,0.846875,0.6763888888888889,None,None,None,None,None,None,None,None,None
120,None,None,None,None,None,0.8546875,0.48333333333333334,0.82890625,0.5861111111111111,0.84140625,0.6763888888888889,None,None,None,None,None,None,None,None,None
121,None,None,None,None,None,0.85078125,0.48194444444444445,0.825,0.5847222222222223,0.83515625,0.6763888888888889,None,None,None,None,None,None,None,None,None
122,None,None,None,None,None,0.85078125,0.48194444444444445,0.825,0.5847222222222223,0.83515625,0.6763888888888889,None,None,None,None,None,None,None,None,None
123,None,None,None,None,None,0.85078125,0.48194444444444445,0.825,0.5847222222222223,0.8359375,0.6763888888888889,None,None,None,None,None,None,None,None,None
124,None,None,None,None,None,0.84765625,0.48194444444444445,0.82109375,0.5847222222222223,0.8296875,0.6777777777777778,None,None,None,None,None,None,None,None,None
125,None,None,None,None,None,0.84765625,0.48194444444444445,0.82109375,0.5847222222222223,0.8296875,0.6777777777777778,None,None,None,None,None,None,None,None,None
126,None,None,None,None,None,0.84453125,0.48194444444444445,0.81640625,0.5833333333333334,0.82421875,0.6777777777777778,None,None,None,None,None,None,None,None,None
127,None,None,None,None,None,0.84140625,0.48194444444444445,0.8125,0.5833333333333334,0.81875,0.6791666666666667,None,None,None,None,None,None,None,None,None
128,None,None,None,None,None,0.84140625,0.48194444444444445,0.8125,0.5833333333333334,0.81875,0.6791666666666667,None,None,None,None,None,None,None,None,None
129,None,None,None,None,None,0.84140625,0.48194444444444445,0.8125,0.5833333333333334,0.81875,0.6791666666666667,None,None,None,None,None,None,None,None,None
130,None,None,None,None,None,0.83828125,0.48194444444444445,0.80859375,0.5833333333333334,0.81328125,0.6791666666666667,None,None,None,None,None,None,None,None,None
131,None,None,None,None,None,0.83828125,0.48194444444444445,0.80859375,0.5833333333333334,0.81328125,0.6791666666666667,None,None,None,None,None,None,None,None,None
132,None,None,None,None,None,0.83515625,0.48333333333333334,0.8046875,0.5833333333333334,0.8078125,0.6805555555555556,None,None,None,None,None,None,None,None,None
133,None,None,None,None,None,0.83203125,0.48333333333333334,0.80078125,0.5833333333333334,0.80234375,0.6819444444444445,None,None,None,None,None,None,None,None,None
134,None,None,None,None,None,0.83203125,0.48333333333333334,0.80078125,0.5833333333333334,0.80234375,0.6819444444444445,None,None,None,None,None,None,None,None,None
135,None,None,None,None,None,0.83203125,0.48333333333333334,0.80078125,0.5833333333333334,0.80234375,0.6819444444444445,None,None,None,None,None,None,None,None,None
136,None,None,None,None,None,0.8296875,0.48333333333333334,0.79765625,0.5833333333333334,0.796875,0.6819444444444445,None,None,None,None,None,None,None,None,None
137,None,None,None,None,None,0.8296875,0.48333333333333334,0.79765625,0.5833333333333334,0.796875,0.6819444444444445,None,None,None,None,None,None,None,None,None
138,None,None,None,None,None,0.8265625,0.4847222222222222,0.79375,0.5833333333333334,0.79140625,0.6833333333333333,None,None,None,None,None,None,None,None,None
139,None,None,None,None,None,0.8265625,0.4847222222222222,0.79375,0.5833333333333334,0.79140625,0.6833333333333333,None,None,None,None,None,None,None,None,None
140,None,None,None,None,None,0.8234375,0.4847222222222222,0.78984375,0.5833333333333334,0.78671875,0.6833333333333333,None,None,None,None,None,None,None,None,None
141,None,None,None,None,None,0.8234375,0.4847222222222222,0.78984375,0.5833333333333334,0.78671875,0.6833333333333333,None,None,None,None,None,None,None,None,None
142,None,None,None,None,None,0.8203125,0.4847222222222222,0.78671875,0.5833333333333334,0.78203125,0.6847222222222222,None,None,None,None,None,None,None,None,None
143,None,None,None,None,None,0.8203125,0.4847222222222222,0.78671875,0.5833333333333334,0.78203125,0.6847222222222222,None,None,None,None,None,None,None,None,None
144,None,None,None,None,None,0.8171875,0.4861111111111111,0.78359375,0.5847222222222223,0.7765625,0.6847222222222222,None,None,None,None,None,None,None,None,None
145,None,None,None,None,None,0.8171875,0.4861111111111111,0.78359375,0.5847222222222223,0.7765625,0.6847222222222222,None,None,None,None,None,None,None,None,None
146,None,None,None,None,None,0.8140625,0.4861111111111111,0.78046875,0.5847222222222223,0.77265625,0.6847222222222222,None,None,None,None,None,None,None,None,None
147,None,None,None,None,None,0.8140625,0.4861111111111111,0.78046875,0.5847222222222223,0.77265625,0.6847222222222222,None,None,None,None,None,None,None,None,None
148,None,None,None,None,None,0.8109375,0.4875,0.77734375,0.5847222222222223,0.76796875,0.6847222222222222,None,None,None,None,None,None,None,None,None
149,None,None,None,None,None,0.8109375,0.4875,0.77734375,0.5847222222222223,0.76796875,0.6847222222222222,None,None,None,None,None,None,None,None,None
150,None,None,None,None,None,0.8078125,0.4875,0.77421875,0.5861111111111111,0.7640625,0.6861111111111111,None,None,None,None,None,None,None,None,None
151,None,None,None,None,None,0.8078125,0.4875,0.77421875,0.5861111111111111,0.7640625,0.6861111111111111,None,None,None,None,None,None,None,None,None
152,None,None,None,None,None,0.8046875,0.4888888888888889,0.77109375,0.5861111111111111,0.76015625,0.6861111111111111,None,None,None,None,None,None,None,None,None
153,None,None,None,None,None,0.8046875,0.4888888888888889,0.77109375,0.5861111111111111,0.76015625,0.6861111111111111,None,None,None,None,None,None,None,None,None
154,None,None,None,None,None,0.8015625,0.4888888888888889,0.76796875,0.5861111111111111,0.75546875,0.6861111111111111,None,None,None,None,None,None,None,None,None
155,None,None,None,None,None,0.8015625,0.4888888888888889,0.76796875,0.5861111111111111,0.75546875,0.6861111111111111,None,None,None,None,None,None,None,None,None
156,None,None,None,None,None,0.7984375,0.49027777777777776,0.76484375,0.5875,0.7515625,0.6861111111111111,None,None,None,None,None,None,None,None,None
157,None,None,None,None,None,0.7984375,0.49027777777777776,0.76484375,0.5875,0.7515625,0.6861111111111111,None,None,None,None,None,None,None,None,None
158,None,None,None,None,None,0.79609375,0.49027777777777776,0.76171875,0.5875,0.74765625,0.6875,None,None,None,None,None,None,None,None,None
159,None,None,None,None,None,0.79609375,0.49027777777777776,0.76171875,0.5875,0.74765625,0.6875,None,None,None,None,None,None,None,None,None
160,None,None,None,None,None,0.79296875,0.49166666666666664,0.759375,0.5888888888888889,0.74453125,0.6875,None,None,None,None,None,None,None,None,None
161,None,None,None,None,None,0.79296875,0.49166666666666664,0.759375,0.5888888888888889,0.74453125,0.6875,None,None,None,None,None,None,None,None,None
162,None,None,None,None,None,0.78984375,0.49166666666666664,0.75625,0.5888888888888889,0.740625,0.6875,None,None,None,None,None,None,None,None,None
163,None,None,None,None,None,0.78984375,0.49166666666666664,0.75625,0.5888888888888889,0.740625,0.6875,None,None,None,None,None,None,None,None,None
164,None,None,None,None,None,0.78671875,0.4930555555555556,0.753125,0.5888888888888889,0.73671875,0.6875,None,None,None,None,None,None,None,None,None
165,None,None,None,None,None,0.78671875,0.4930555555555556,0.753125,0.5888888888888889,0.73671875,0.6875,None,None,None,None,None,None,None,None,None
166,None,None,None,None,None,0.784375,0.49444444444444446,0.75,0.5902777777777778,0.73359375,0.6875,None,None,None,None,None,None,None,None,None
167,None,None,None,None,None,0.784375,0.49444444444444446,0.75,0.5902777777777778,0.73359375,0.6875,None,None,None,None,None,None,None,None,None
168,None,None,None,None,None,0.78125,0.49444444444444446,0.746875,0.5902777777777778,0.7296875,0.6875,None,None,None,None,None,None,None,None,None
169,None,None,None,None,None,0.78125,0.49444444444444446,0.746875,0.5902777777777778,0.7296875,0.6875,None,None,None,None,None,None,None,None,None
170,None,None,None,None,None,0.77734375,0.49444444444444446,0.74296875,0.5902777777777778,0.7265625,0.6875,None,None,None,None,None,None,None,None,None
171,None,None,None,None,None,0.77734375,0.49444444444444446,0.74296875,0.5902777777777778,0.7265625,0.6875,None,None,None,None,None,None,None,None,None
172,None,None,None,None,None,0.77421875,0.49583333333333335,0.73984375,0.5902777777777778,0.72265625,0.6888888888888889,None,None,None,None,None,None,None,None,None
173,None,None,None,None,None,0.77421875,0.49583333333333335,0.73984375,0.5902777777777778,0.72265625,0.6888888888888889,None,None,None,None,None,None,None,None,None
174,None,None,None,None,None,0.77109375,0.49583333333333335,0.73671875,0.5916666666666667,0.71953125,0.6888888888888889,None,None,None,None,None,None,None,None,None
175,None,None,None,None,None,0.77109375,0.49583333333333335,0.73671875,0.5916666666666667,0.71953125,0.6888888888888889,None,None,None,None,None,None,None,None,None
176,None,None,None,None,None,0.7671875,0.49583333333333335,0.7328125,0.5916666666666667,0.71640625,0.6888888888888889,None,None,None,None,None,None,None,None,None
177,None,None,None,None,None,0.7671875,0.49583333333333335,0.7328125,0.5916666666666667,0.71640625,0.6888888888888889,None,None,None,None,None,None,None,None,None
178,None,None,None,None,None,0.7640625,0.49722222222222223,0.7296875,0.5916666666666667,0.71328125,0.6888888888888889,None,None,None,None,None,None,None,None,None
179,None,None,None,None,None,0.7640625,0.49722222222222223,0.7296875,0.5916666666666667,0.71328125,0.6888888888888889,None,None,None,None,None,None,None,None,None
180,None,None,None,None,None,0.76015625,0.49722222222222223,0.72578125,0.5916666666666667,0.71015625,0.6902777777777778,None,None,None,None,None,None,None,None,None
181,None,None,None,None,None,0.76015625,0.49722222222222223,0.72578125,0.5916666666666667,0.71015625,0.6902777777777778,None,None,None,None,None,None,None,None,None
182,None,None,None,None,None,0.75625,0.49722222222222223,0.721875,0.5916666666666667,0.70703125,0.6902777777777778,None,None,None,None,None,None,None,None,None
183,None,None,None,None,None,0.75625,0.49722222222222223,0.721875,0.5916666666666667,0.70703125,0.6902777777777778,None,None,None,None,None,None,None,None,None
184,None,None,None,None,None,0.75234375,0.4986111111111111,0.71875,0.5930555555555556,0.70390625,0.6916666666666667,None,None,None,None,None,None,None,None,None
185,None,None,None,None,None,0.75234375,0.4986111111111111,0.71875,0.5930555555555556,0.70390625,0.6916666666666667,None,None,None,None,None,None,None,None,None
186,None,None,None,None,None,0.74921875,0.4986111111111111,0.71484375,0.5944444444444444,0.70078125,0.6930555555555555,None,None,None,None,None,None,None,None,None
187,None,None,None,None,None,0.74921875,0.4986111111111111,0.71484375,0.5944444444444444,0.70078125,0.6930555555555555,None,None,None,None,None,None,None,None,None
188,None,None,None,None,None,0.7453125,0.4986111111111111,0.7109375,0.5944444444444444,0.69765625,0.6930555555555555,None,None,None,None,None,None,None,None,None
189,None,None,None,None,None,0.7453125,0.4986111111111111,0.7109375,0.5944444444444444,0.69765625,0.6930555555555555,None,None,None,None,None,None,None,None,None
190,None,None,None,None,None,0.74140625,0.5,0.7078125,0.5944444444444444,0.6953125,0.6944444444444444,None,None,None,None,None,None,None,None,None
191,None,None,None,None,None,0.74140625,0.5,0.7078125,0.5944444444444444,0.6953125,0.6944444444444444,None,None,None,None,None,None,None,None,None
192,None,None,None,None,None,0.73828125,0.4986111111111111,0.7046875,0.5944444444444444,0.6921875,0.6944444444444444,None,None,None,None,None,None,None,None,None
193,None,None,None,None,None,0.73828125,0.4986111111111111,0.7046875,0.5944444444444444,0.6921875,0.6944444444444444,None,None,None,None,None,None,None,None,None
194,None,None,None,None,None,0.73515625,0.4986111111111111,0.70234375,0.5944444444444444,0.6890625,0.6944444444444444,None,None,None,None,None,None,None,None,None
195,None,None,None,None,None,0.73515625,0.4986111111111111,0.70234375,0.5944444444444444,0.6890625,0.6944444444444444,None,None,None,None,None,None,None,None,None
196,None,None,None,None,None,0.73125,0.49722222222222223,0.6984375,0.5930555555555556,0.6859375,0.6930555555555555,None,None,None,None,None,None,None,None,None
197,None,None,None,None,None,0.73125,0.49722222222222223,0.6984375,0.5930555555555556,0.6859375,0.6930555555555555,None,None,None,None,None,None,None,None,None
198,None,None,None,None,None,0.728125,0.49722222222222223,0.6953125,0.5930555555555556,0.6828125,0.6930555555555555,None,None,None,None,None,None,None,None,None
199,None,None,None,None,None,0.728125,0.49722222222222223,0.6953125,0.5930555555555556,0.6828125,0.6930555555555555,None,None,None,None,None,None,None,None,None
200,None,None,None,None,None,0.725,0.49722222222222223,0.6921875,0.5916666666666667,0.6796875,0.6930555555555555,None,None,None,None,None,None,None,None,None
201,None,None,None,None,None,0.725,0.49722222222222223,0.6921875,0.5916666666666667,0.6796875,0.6930555555555555,None,None,None,None,None,None,None,None,None
202,None,None,None,None,None,0.72109375,0.49583333333333335,0.68828125,0.5916666666666667,0.67734375,0.6930555555555555,None,None,None,None,None,None,None,None,None
203,None,None,None,None,None,0.72109375,0.49583333333333335,0.68828125,0.5916666666666667,0.67734375,0.6930555555555555,None,None,None,None,None,None,None,None,None
204,None,None,None,None,None,0.71796875,0.49722222222222223,0.68515625,0.5916666666666667,0.67421875,0.6930555555555555,None,None,None,None,None,None,None,None,None
205,None,None,None,None,None,0.71796875,0.49722222222222223,0.68515625,0.5916666666666667,0.67421875,0.6930555555555555,None,None,None,None,None,None,None,None,None
206,None,None,None,None,None,0.71484375,0.49583333333333335,0.68203125,0.5916666666666667,0.671875,0.6944444444444444,None,None,None,None,None,None,None,None,None
207,None,None,None,None,None,0.71484375,0.49583333333333335,0.68203125,0.5916666666666667,0.671875,0.6944444444444444,None,None,None,None,None,None,None,None,None
208,None,None,None,None,None,0.7109375,0.49583333333333335,0.67890625,0.5916666666666667,0.66953125,0.6944444444444444,None,None,None,None,None,None,None,None,None
209,None,None,None,None,None,0.7109375,0.49583333333333335,0.67890625,0.5916666666666667,0.66953125,0.6944444444444444,None,None,None,None,None,None,None,None,None
210,None,None,None,None,None,0.70859375,0.49583333333333335,0.67578125,0.5916666666666667,0.66796875,0.6958333333333333,None,None,None,None,None,None,None,None,None
211,None,None,None,None,None,0.70859375,0.49583333333333335,0.67578125,0.5916666666666667,0.66796875,0.6958333333333333,None,None,None,None,None,None,None,None,None
212,None,None,None,None,None,0.7046875,0.49444444444444446,0.6734375,0.5930555555555556,0.66640625,0.6958333333333333,None,None,None,None,None,None,None,None,None
213,None,None,None,None,None,0.7046875,0.49444444444444446,0.6734375,0.5930555555555556,0.66640625,0.6958333333333333,None,None,None,None,None,None,None,None,None
214,None,None,None,None,None,0.70234375,0.49444444444444446,0.67109375,0.5930555555555556,0.66484375,0.6958333333333333,None,None,None,None,None,None,None,None,None
215,None,None,None,None,None,0.70234375,0.49444444444444446,0.67109375,0.5930555555555556,0.66484375,0.6958333333333333,None,None,None,None,None,None,None,None,None
216,None,None,None,None,None,0.69921875,0.49444444444444446,0.66953125,0.5944444444444444,0.66328125,0.6958333333333333,None,None,None,None,None,None,None,None,None
217,None,None,None,None,None,0.69921875,0.49444444444444446,0.66953125,0.5930555555555556,0.66328125,0.6958333333333333,None,None,None,None,None,None,None,None,None
218,None,None,None,None,None,0.696875,0.49444444444444446,0.66796875,0.5944444444444444,0.66171875,0.6972222222222222,None,None,None,None,None,None,None,None,None
219,None,None,None,None,None,0.696875,0.49444444444444446,0.66796875,0.5944444444444444,0.66171875,0.6972222222222222,None,None,None,None,None,None,None,None,None
220,None,None,None,None,None,0.69453125,0.49583333333333335,0.66640625,0.5944444444444444,0.66015625,0.6972222222222222,None,None,None,None,None,None,None,None,None
221,None,None,None,None,None,0.69453125,0.49583333333333335,0.66640625,0.5944444444444444,0.66015625,0.6972222222222222,None,None,None,None,None,None,None,None,None
222,None,None,None,None,None,0.69296875,0.49444444444444446,0.66484375,0.5944444444444444,0.65859375,0.6972222222222222,None,None,None,None,None,None,None,None,None
223,None,None,None,None,None,0.69296875,0.49444444444444446,0.66484375,0.5944444444444444,0.65859375,0.6972222222222222,None,None,None,None,None,None,None,None,None
